transactTime,"symbol","execType","side","lastQty","lastPx","execCost","commission","execComm","ordType","orderQty","leavesQty","price","text","orderID","orderID2"
19.5.2020, 13:29:46,"XBTUSD","Trade","Sell","5000","9755","51255000","0.00075","38441","Stop","15000","5883","9755","Triggered: Order stop price reached
Submitted via API.","4be92658-dfae-33d6-c3df-a4bcf76e1818"
19.5.2020, 13:29:46,"XBTUSD","Trade","Sell","112","9755","1148112","0.00075","861","Stop","15000","10883","9755","Triggered: Order stop price reached
Submitted via API.","4be92658-dfae-33d6-c3df-a4bcf76e1818"
19.5.2020, 13:29:46,"XBTUSD","Trade","Sell","1000","9755","10251000","0.00075","7688","Stop","15000","10995","9755","Triggered: Order stop price reached
Submitted via API.","4be92658-dfae-33d6-c3df-a4bcf76e1818"
19.5.2020, 13:29:46,"XBTUSD","Trade","Sell","1000","9755","10251000","0.00075","7688","Stop","15000","11995","9755","Triggered: Order stop price reached
Submitted via API.","4be92658-dfae-33d6-c3df-a4bcf76e1818"
19.5.2020, 13:29:46,"XBTUSD","Trade","Sell","1000","9755","10251000","0.00075","7688","Stop","15000","12995","9755","Triggered: Order stop price reached
Submitted via API.","4be92658-dfae-33d6-c3df-a4bcf76e1818"
19.5.2020, 13:29:46,"XBTUSD","Trade","Sell","1000","9755","10251000","0.00075","7688","Stop","15000","13995","9755","Triggered: Order stop price reached
Submitted via API.","4be92658-dfae-33d6-c3df-a4bcf76e1818"
19.5.2020, 13:29:46,"XBTUSD","Trade","Sell","5","9755","51255","0.00075","38","Stop","15000","14995","9755","Triggered: Order stop price reached
Submitted via API.","4be92658-dfae-33d6-c3df-a4bcf76e1818"
19.5.2020, 10:16:57,"XBTUSD","Trade","Buy","4726","9748","-48484034","0.00075","36363","Stop","15000","0","9748","Triggered: Order stop price reached
Submitted via API.","8f616dc3-019e-8f94-1bc1-e4ccd5e5519d"
19.5.2020, 10:16:57,"XBTUSD","Trade","Buy","500","9748","-5129500","0.00075","3847","Stop","15000","4726","9748","Triggered: Order stop price reached
Submitted via API.","8f616dc3-019e-8f94-1bc1-e4ccd5e5519d"
19.5.2020, 10:16:57,"XBTUSD","Trade","Buy","50","9748","-512950","0.00075","384","Stop","15000","5226","9748","Triggered: Order stop price reached
Submitted via API.","8f616dc3-019e-8f94-1bc1-e4ccd5e5519d"
19.5.2020, 10:16:57,"XBTUSD","Trade","Buy","30","9747.5","-307770","0.00075","230","Stop","15000","5276","9748","Triggered: Order stop price reached
Submitted via API.","8f616dc3-019e-8f94-1bc1-e4ccd5e5519d"
19.5.2020, 10:16:57,"XBTUSD","Trade","Buy","9694","9747.5","-99450746","0.00075","74588","Stop","15000","5306","9748","Triggered: Order stop price reached
Submitted via API.","8f616dc3-019e-8f94-1bc1-e4ccd5e5519d"
18.5.2020, 04:14:47,"XBTUSD","Trade","Sell","15000","9871","151965000","0.00075","113973","Stop","15000","0","9871","Triggered: Order stop price reached
Submitted via API.","7b375ab2-c91c-a509-0d04-4929f8d96204"
18.5.2020, 03:06:51,"XBTUSD","Trade","Buy","187","9795","-1909083","0.00075","1431","Stop","15000","0","9795","Triggered: Order stop price reached
Submitted via API.","719ed156-05a9-8b70-145b-fc89ac1cd897"
18.5.2020, 03:06:51,"XBTUSD","Trade","Buy","519","9795","-5298471","0.00075","3973","Stop","15000","187","9795","Triggered: Order stop price reached
Submitted via API.","719ed156-05a9-8b70-145b-fc89ac1cd897"
18.5.2020, 03:06:51,"XBTUSD","Trade","Buy","50","9795","-510450","0.00075","382","Stop","15000","706","9795","Triggered: Order stop price reached
Submitted via API.","719ed156-05a9-8b70-145b-fc89ac1cd897"
18.5.2020, 03:06:51,"XBTUSD","Trade","Buy","195","9795","-1990755","0.00075","1493","Stop","15000","756","9795","Triggered: Order stop price reached
Submitted via API.","719ed156-05a9-8b70-145b-fc89ac1cd897"
18.5.2020, 03:06:51,"XBTUSD","Trade","Buy","400","9795","-4083600","0.00075","3062","Stop","15000","951","9795","Triggered: Order stop price reached
Submitted via API.","719ed156-05a9-8b70-145b-fc89ac1cd897"
18.5.2020, 03:06:51,"XBTUSD","Trade","Buy","13649","9795","-139342641","0.00075","104506","Stop","15000","1351","9795","Triggered: Order stop price reached
Submitted via API.","719ed156-05a9-8b70-145b-fc89ac1cd897"
17.5.2020, 06:59:42,"XBTUSD","Trade","Sell","1404","9507","14768676","0.00075","11076","Stop","15000","0","9507","Triggered: Order stop price reached
Submitted via API.","3b5ac352-7559-c6c6-580b-e51512b40e3b"
17.5.2020, 06:59:42,"XBTUSD","Trade","Sell","4500","9507","47335500","0.00075","35501","Stop","15000","1404","9507","Triggered: Order stop price reached
Submitted via API.","3b5ac352-7559-c6c6-580b-e51512b40e3b"
17.5.2020, 06:59:42,"XBTUSD","Trade","Sell","28","9507","294532","0.00075","220","Stop","15000","5904","9507","Triggered: Order stop price reached
Submitted via API.","3b5ac352-7559-c6c6-580b-e51512b40e3b"
17.5.2020, 06:59:42,"XBTUSD","Trade","Sell","85","9507","894115","0.00075","670","Stop","15000","5932","9507","Triggered: Order stop price reached
Submitted via API.","3b5ac352-7559-c6c6-580b-e51512b40e3b"
17.5.2020, 06:59:42,"XBTUSD","Trade","Sell","111","9507","1167609","0.00075","875","Stop","15000","6017","9507","Triggered: Order stop price reached
Submitted via API.","3b5ac352-7559-c6c6-580b-e51512b40e3b"
17.5.2020, 06:59:42,"XBTUSD","Trade","Sell","52","9507","546988","0.00075","410","Stop","15000","6128","9507","Triggered: Order stop price reached
Submitted via API.","3b5ac352-7559-c6c6-580b-e51512b40e3b"
17.5.2020, 06:59:42,"XBTUSD","Trade","Sell","28","9507","294532","0.00075","220","Stop","15000","6180","9507","Triggered: Order stop price reached
Submitted via API.","3b5ac352-7559-c6c6-580b-e51512b40e3b"
17.5.2020, 06:59:42,"XBTUSD","Trade","Sell","2000","9507","21038000","0.00075","15778","Stop","15000","6208","9507","Triggered: Order stop price reached
Submitted via API.","3b5ac352-7559-c6c6-580b-e51512b40e3b"
17.5.2020, 06:59:42,"XBTUSD","Trade","Sell","24","9507","252456","0.00075","189","Stop","15000","8208","9507","Triggered: Order stop price reached
Submitted via API.","3b5ac352-7559-c6c6-580b-e51512b40e3b"
17.5.2020, 06:59:42,"XBTUSD","Trade","Sell","6768","9507","71192592","0.00075","53394","Stop","15000","8232","9507","Triggered: Order stop price reached
Submitted via API.","3b5ac352-7559-c6c6-580b-e51512b40e3b"
17.5.2020, 06:00:00,"XBTUSD","Funding","","15000","9538.25","-157260000","0.0001","15726","Limit","15000","0","9538.25","Funding","00000000-0000-0000-0000-000000000000"
17.5.2020, 04:15:27,"XBTUSD","Trade","Buy","15000","9537","-157275000","0.00075","117956","Stop","15000","0","9537","Triggered: Order stop price reached
Submitted via API.","837f267b-e5df-e1ff-95b8-c0c80eaa17e7"
14.5.2020, 08:11:36,"XBTUSD","Trade","Sell","15000","9410","159405000","0.00075","119553","Stop","15000","0","9410","Triggered: Order stop price reached
Submitted via API.","688b33f2-8643-6211-2ae4-d2c9abdbf0f0"
14.5.2020, 07:51:05,"XBTUSD","Trade","Buy","15000","9418.5","-159255000","0.00075","119441","Stop","15000","0","9418.5","Triggered: Order stop price reached
Submitted via API.","1dd3cc44-e8e7-833e-7b22-8a7a22a8dd05"
13.5.2020, 14:09:37,"XBTUSD","Trade","Sell","15000","8999.5","166680000","0.00075","125010","Stop","15000","0","8999.5","Triggered: Order stop price reached
Submitted via API.","bed0c2a7-2e42-d263-b57b-c46fbd38b34f"
13.5.2020, 14:00:00,"XBTUSD","Funding","","15000","9043.31","-165870000","0.0001","16587","Limit","15000","0","9043.31","Funding","00000000-0000-0000-0000-000000000000"
13.5.2020, 13:00:52,"XBTUSD","Trade","Buy","15000","8993","-166800000","0.00075","125100","Stop","15000","0","8993","Triggered: Order stop price reached
Submitted via API.","9bc13267-5515-ddf7-bd1d-db33ecfea500"
13.5.2020, 06:00:16,"XBTUSD","Trade","Sell","8674","8917.5","97270236","0.00075","72952","Market","15000","0","8917.5","Submitted via API.","8b2bb81b-70e3-d320-f5be-2e3607e9622b"
13.5.2020, 06:00:16,"XBTUSD","Trade","Sell","1500","8917.5","16821000","0.00075","12615","Market","15000","8674","8917.5","Submitted via API.","8b2bb81b-70e3-d320-f5be-2e3607e9622b"
13.5.2020, 06:00:16,"XBTUSD","Trade","Sell","4500","8917.5","50463000","0.00075","37847","Market","15000","10174","8917.5","Submitted via API.","8b2bb81b-70e3-d320-f5be-2e3607e9622b"
13.5.2020, 06:00:16,"XBTUSD","Trade","Sell","326","8917.5","3655764","0.00075","2741","Market","15000","14674","8917.5","Submitted via API.","8b2bb81b-70e3-d320-f5be-2e3607e9622b"
13.5.2020, 06:00:00,"XBTUSD","Funding","","15000","8912.99","-168300000","-0.000068","-11444","Limit","15000","0","8912.99","Funding","00000000-0000-0000-0000-000000000000"
13.5.2020, 04:01:52,"XBTUSD","Trade","Buy","5512","8980","-61381632","0.00075","46036","Stop","15000","0","8980","Triggered: Order stop price reached
Submitted via API.","b3f7dbd7-c769-cdd4-38bc-d8118d3ea349"
13.5.2020, 04:01:52,"XBTUSD","Trade","Buy","1500","8980","-16704000","0.00075","12528","Stop","15000","5512","8980","Triggered: Order stop price reached
Submitted via API.","b3f7dbd7-c769-cdd4-38bc-d8118d3ea349"
13.5.2020, 04:01:52,"XBTUSD","Trade","Buy","20","8980","-222720","0.00075","167","Stop","15000","7012","8980","Triggered: Order stop price reached
Submitted via API.","b3f7dbd7-c769-cdd4-38bc-d8118d3ea349"
13.5.2020, 04:01:52,"XBTUSD","Trade","Buy","1000","8980","-11136000","0.00075","8352","Stop","15000","7032","8980","Triggered: Order stop price reached
Submitted via API.","b3f7dbd7-c769-cdd4-38bc-d8118d3ea349"
13.5.2020, 04:01:52,"XBTUSD","Trade","Buy","200","8980","-2227200","0.00075","1670","Stop","15000","8032","8980","Triggered: Order stop price reached
Submitted via API.","b3f7dbd7-c769-cdd4-38bc-d8118d3ea349"
13.5.2020, 04:01:52,"XBTUSD","Trade","Buy","6768","8980","-75368448","0.00075","56526","Stop","15000","8232","8980","Triggered: Order stop price reached
Submitted via API.","b3f7dbd7-c769-cdd4-38bc-d8118d3ea349"
12.5.2020, 12:00:15,"XBTUSD","Trade","Sell","15000","8788","170685000","0.00075","128013","Market","15000","0","8788","Submitted via API.","7eeca856-9465-0b69-3477-65762694ae9a"
12.5.2020, 11:03:48,"XBTUSD","Trade","Buy","1045","8837.5","-11824175","0.00075","8868","Stop","15000","0","8837.5","Triggered: Order stop price reached
Submitted via API.","a4b5a93a-b6dc-ce76-c3ee-95bb8e2b2103"
12.5.2020, 11:03:48,"XBTUSD","Trade","Buy","250","8837.5","-2828750","0.00075","2121","Stop","15000","1045","8837.5","Triggered: Order stop price reached
Submitted via API.","a4b5a93a-b6dc-ce76-c3ee-95bb8e2b2103"
12.5.2020, 11:03:48,"XBTUSD","Trade","Buy","1000","8837.5","-11315000","0.00075","8486","Stop","15000","1295","8837.5","Triggered: Order stop price reached
Submitted via API.","a4b5a93a-b6dc-ce76-c3ee-95bb8e2b2103"
12.5.2020, 11:03:48,"XBTUSD","Trade","Buy","360","8837.5","-4073400","0.00075","3055","Stop","15000","2295","8837.5","Triggered: Order stop price reached
Submitted via API.","a4b5a93a-b6dc-ce76-c3ee-95bb8e2b2103"
12.5.2020, 11:03:48,"XBTUSD","Trade","Buy","2999","8837","-33936684","0.00075","25452","Stop","15000","2655","8837.5","Triggered: Order stop price reached
Submitted via API.","a4b5a93a-b6dc-ce76-c3ee-95bb8e2b2103"
12.5.2020, 11:03:48,"XBTUSD","Trade","Buy","43","8837","-486588","0.00075","364","Stop","15000","5654","8837.5","Triggered: Order stop price reached
Submitted via API.","a4b5a93a-b6dc-ce76-c3ee-95bb8e2b2103"
12.5.2020, 11:03:48,"XBTUSD","Trade","Buy","75","8837","-848700","0.00075","636","Stop","15000","5697","8837.5","Triggered: Order stop price reached
Submitted via API.","a4b5a93a-b6dc-ce76-c3ee-95bb8e2b2103"
12.5.2020, 11:03:48,"XBTUSD","Trade","Buy","250","8837","-2829000","0.00075","2121","Stop","15000","5772","8837.5","Triggered: Order stop price reached
Submitted via API.","a4b5a93a-b6dc-ce76-c3ee-95bb8e2b2103"
12.5.2020, 11:03:48,"XBTUSD","Trade","Buy","1500","8837","-16974000","0.00075","12730","Stop","15000","6022","8837.5","Triggered: Order stop price reached
Submitted via API.","a4b5a93a-b6dc-ce76-c3ee-95bb8e2b2103"
12.5.2020, 11:03:48,"XBTUSD","Trade","Buy","2000","8836.5","-22634000","0.00075","16975","Stop","15000","7522","8837.5","Triggered: Order stop price reached
Submitted via API.","a4b5a93a-b6dc-ce76-c3ee-95bb8e2b2103"
12.5.2020, 11:03:48,"XBTUSD","Trade","Buy","5478","8836.5","-61994526","0.00075","46495","Stop","15000","9522","8837.5","Triggered: Order stop price reached
Submitted via API.","a4b5a93a-b6dc-ce76-c3ee-95bb8e2b2103"
11.5.2020, 14:47:02,"XBTUSD","Trade","Sell","1986","8871.5","22386192","0.00075","16789","Stop","15000","0","8871.5","Triggered: Order stop price reached
Submitted via API.","6c44714b-c228-e086-6bdb-6e7ca1de3335"
11.5.2020, 14:47:02,"XBTUSD","Trade","Sell","7014","8871.5","79061808","0.00075","59296","Stop","15000","1986","8871.5","Triggered: Order stop price reached
Submitted via API.","6c44714b-c228-e086-6bdb-6e7ca1de3335"
11.5.2020, 14:47:02,"XBTUSD","Trade","Sell","6000","8872","67626000","0.00075","50719","Stop","15000","9000","8871.5","Triggered: Order stop price reached
Submitted via API.","6c44714b-c228-e086-6bdb-6e7ca1de3335"
11.5.2020, 14:00:00,"XBTUSD","Funding","","15000","8924.16","-168090000","0.0001","16809","Limit","15000","0","8924.16","Funding","00000000-0000-0000-0000-000000000000"
11.5.2020, 12:45:48,"XBTUSD","Trade","Buy","15000","8835","-169785000","0.00075","127338","Stop","15000","0","8836.5","Triggered: Order stop price reached
Submitted via API.","6f546871-15e3-d019-c0cb-49d65e6a8002"
11.5.2020, 01:11:06,"XBTUSD","Trade","Sell","15000","8730","171825000","0.00075","128868","Stop","15000","0","8730","Triggered: Order stop price reached
Submitted via API.","b8a4e6d6-4de5-479b-4de3-58190a55b03c"
11.5.2020, 01:03:03,"XBTUSD","Trade","Buy","15000","8819","-170085000","0.00075","127563","Stop","15000","0","8819","Triggered: Order stop price reached
Submitted via API.","7d7eaf9f-cee0-6332-1db7-afb4ce6433a8"
7.5.2020, 01:50:22,"XBTUSD","Trade","Sell","15000","9232","162480000","0.00075","121860","Stop","15000","0","9232","Triggered: Order stop price reached
Submitted via API.","6ee5b007-95d1-6f58-937b-ddb9800987bd"
7.5.2020, 00:06:22,"XBTUSD","Trade","Buy","15000","9325","-160860000","0.00075","120645","Stop","15000","0","9325","Triggered: Order stop price reached
Submitted via API.","efbf2efb-e189-db19-07d1-84580e62ba9c"
6.5.2020, 10:07:11,"XBTUSD","Trade","Sell","15000","8998","166710000","0.00075","125032","Stop","15000","0","8998","Triggered: Order stop price reached
Submitted via API.","30a55cf3-0804-33d5-df9f-32abcbf0c6cf"
6.5.2020, 10:00:55,"XBTUSD","Trade","Buy","15000","9090","-165015000","0.00075","123761","Stop","15000","0","9090","Triggered: Order stop price reached
Submitted via API.","71c83723-6296-8d8f-ad01-b2445efdfc9d"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","1451","8850.5","16394849","0.00075","12296","Market","15000","0","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","13","8850.5","146887","0.00075","110","Market","15000","1451","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","3","8850.5","33897","0.00075","25","Market","15000","1464","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","1342","8850.5","15163258","0.00075","11372","Market","15000","1467","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","2892","8850.5","32676708","0.00075","24507","Market","15000","2809","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","66","8850.5","745734","0.00075","559","Market","15000","5701","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","715","8850.5","8078785","0.00075","6059","Market","15000","5767","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","20","8850.5","225980","0.00075","169","Market","15000","6482","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","31","8850.5","350269","0.00075","262","Market","15000","6502","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","1100","8850.5","12428900","0.00075","9321","Market","15000","6533","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","5347","8850.5","60415753","0.00075","45311","Market","15000","7633","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","28","8850.5","316372","0.00075","237","Market","15000","12980","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","53","8850.5","598847","0.00075","449","Market","15000","13008","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","30","8850.5","338970","0.00075","254","Market","15000","13061","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","26","8850.5","293774","0.00075","220","Market","15000","13091","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","26","8850.5","293774","0.00075","220","Market","15000","13117","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","40","8850.5","451960","0.00075","338","Market","15000","13143","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","27","8850.5","305073","0.00075","228","Market","15000","13183","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","30","8850.5","338970","0.00075","254","Market","15000","13210","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","30","8850.5","338970","0.00075","254","Market","15000","13240","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","38","8850.5","429362","0.00075","322","Market","15000","13270","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","29","8850.5","327671","0.00075","245","Market","15000","13308","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","40","8850.5","451960","0.00075","338","Market","15000","13337","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","32","8850.5","361568","0.00075","271","Market","15000","13377","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","36","8850.5","406764","0.00075","305","Market","15000","13409","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","30","8850.5","338970","0.00075","254","Market","15000","13445","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","36","8850.5","406764","0.00075","305","Market","15000","13475","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","33","8850.5","372867","0.00075","279","Market","15000","13511","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","38","8850.5","429362","0.00075","322","Market","15000","13544","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","42","8850.5","474558","0.00075","355","Market","15000","13582","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","25","8850.5","282475","0.00075","211","Market","15000","13624","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","32","8850.5","361568","0.00075","271","Market","15000","13649","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","36","8850.5","406764","0.00075","305","Market","15000","13681","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","30","8850.5","338970","0.00075","254","Market","15000","13717","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","40","8850.5","451960","0.00075","338","Market","15000","13747","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","34","8850.5","384166","0.00075","288","Market","15000","13787","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","42","8850.5","474558","0.00075","355","Market","15000","13821","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","39","8850.5","440661","0.00075","330","Market","15000","13863","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","73","8850.5","824827","0.00075","618","Market","15000","13902","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","200","8850.5","2259800","0.00075","1694","Market","15000","13975","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:18,"XBTUSD","Trade","Sell","825","8850.5","9321675","0.00075","6991","Market","15000","14175","8850.5","Submitted via API.","17589436-dc06-4e0e-f264-c8dc82b91916"
2.5.2020, 14:00:00,"XBTUSD","Funding","","15000","8853.13","-169425000","0.0001","16943","Limit","15000","0","8853.13","Funding","00000000-0000-0000-0000-000000000000"
2.5.2020, 13:04:42,"XBTUSD","Trade","Buy","15000","8864.5","-169215000","0.00075","126911","Stop","15000","0","8864.5","Triggered: Order stop price reached
Submitted via API.","7168e9a5-d9c9-7b8c-7f86-0a2c20f959ff"
1.5.2020, 14:11:16,"XBTUSD","Trade","Sell","15000","8969","167250000","0.00075","125437","Stop","15000","0","8969","Triggered: Order stop price reached
Submitted via API.","59b44f70-9bcb-26df-f833-f0256c45510d"
1.5.2020, 14:00:00,"XBTUSD","Funding","","15000","9003.26","-166605000","0.0001","16661","Limit","15000","0","9003.26","Funding","00000000-0000-0000-0000-000000000000"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","6761","8887.5","-76074772","0.00075","57056","Stop","15000","0","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","390","8887.5","-4388280","0.00075","3291","Stop","15000","6761","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","50","8887.5","-562600","0.00075","421","Stop","15000","7151","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","500","8887.5","-5626000","0.00075","4219","Stop","15000","7201","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","1000","8887.5","-11252000","0.00075","8439","Stop","15000","7701","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","170","8887.5","-1912840","0.00075","1434","Stop","15000","8701","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","174","8887.5","-1957848","0.00075","1468","Stop","15000","8871","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","41","8887.5","-461332","0.00075","345","Stop","15000","9045","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","3500","8887.5","-39382000","0.00075","29536","Stop","15000","9086","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","100","8887.5","-1125200","0.00075","843","Stop","15000","12586","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","1000","8887.5","-11252000","0.00075","8439","Stop","15000","12686","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","300","8887.5","-3375600","0.00075","2531","Stop","15000","13686","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
1.5.2020, 12:57:41,"XBTUSD","Trade","Buy","1014","8887.5","-11409528","0.00075","8557","Stop","15000","13986","8887.5","Triggered: Order stop price reached
Submitted via API.","9183e229-ea05-a7cd-43f9-1f618f38b9b9"
29.4.2020, 02:00:16,"XBTUSD","Trade","Sell","2467","7759.5","31792229","0.00075","23844","Market","15000","0","7759.5","Submitted via API.","31828a7e-2224-968e-62ba-e7228c142e91"
29.4.2020, 02:00:16,"XBTUSD","Trade","Sell","12000","7759.5","154644000","0.00075","115983","Market","15000","2467","7759.5","Submitted via API.","31828a7e-2224-968e-62ba-e7228c142e91"
29.4.2020, 02:00:16,"XBTUSD","Trade","Sell","330","7759.5","4252710","0.00075","3189","Market","15000","14467","7759.5","Submitted via API.","31828a7e-2224-968e-62ba-e7228c142e91"
29.4.2020, 02:00:16,"XBTUSD","Trade","Sell","203","7759.5","2616061","0.00075","1962","Market","15000","14797","7759.5","Submitted via API.","31828a7e-2224-968e-62ba-e7228c142e91"
